instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,pctghum,windspeed,comfindex,casual,registered,cnt,simurevenue
12808,2012-06-22,3,1,6,20,0,5,1,2,0.76,0.697,0.55,55%,0.5224,0.37527999999999995,31,171,202,380.5
12809,2012-06-22,3,1,6,21,0,5,1,3,0.68,0.6364,0.65,65%,0.2836,0.39092,40,177,217,425.5
12810,2012-06-22,3,1,6,22,0,5,1,1,0.68,0.6364,0.69,69%,0.1343,0.43571,42,155,197,400.5
12811,2012-06-22,3,1,6,23,0,5,1,2,0.66,0.6212,0.74,74%,0.0,0.46199999999999997,29,145,174,333.5
12812,2012-06-23,3,1,6,0,0,6,0,1,0.64,0.5758,0.83,83%,0.0,0.44799999999999995,14,102,116,209.0
12813,2012-06-23,3,1,6,1,0,6,0,1,0.66,0.6061,0.78,78%,0.1343,0.42171,16,107,123,224.5
12814,2012-06-23,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,83%,0.194,0.3897999999999999,18,75,93,184.5
12815,2012-06-23,3,1,6,3,0,6,0,2,0.64,0.5758,0.83,83%,0.0896,0.42111999999999994,10,32,42,88.0
12816,2012-06-23,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,83%,0.1642,0.39873999999999993,6,13,19,43.5
12817,2012-06-23,3,1,6,5,0,6,0,2,0.64,0.5758,0.83,83%,0.194,0.3897999999999999,1,11,12,20.5
12818,2012-06-23,3,1,6,6,0,6,0,1,0.64,0.5758,0.83,83%,0.0896,0.42111999999999994,10,37,47,95.5
12819,2012-06-23,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,83%,0.1642,0.39873999999999993,19,59,78,164.5
12820,2012-06-23,3,1,6,8,0,6,0,1,0.68,0.6364,0.69,69%,0.2239,0.40882999999999997,34,133,167,335.5
12821,2012-06-23,3,1,6,9,0,6,0,1,0.72,0.6818,0.62,62%,0.194,0.4458,85,247,332,710.5
12822,2012-06-23,3,1,6,10,0,6,0,1,0.74,0.6818,0.55,55%,0.194,0.4598,177,317,494,1183.5
12823,2012-06-23,3,1,6,11,0,6,0,1,0.76,0.6818,0.48,48%,0.2239,0.4648299999999999,167,349,516,1191.5
12824,2012-06-23,3,1,6,12,0,6,0,1,0.8,0.7273,0.43,43%,0.194,0.5017999999999999,203,399,602,1410.5
12825,2012-06-23,3,1,6,13,0,6,0,1,0.82,0.7273,0.34,34%,0.194,0.5157999999999999,226,338,564,1411.0
12826,2012-06-23,3,1,6,14,0,6,0,1,0.78,0.6818,0.33,33%,0.2537,0.4698899999999999,238,371,609,1508.5
12827,2012-06-23,3,1,6,15,0,6,0,1,0.84,0.7273,0.3,30%,0.3284,0.48947999999999997,217,266,483,1267.0
12828,2012-06-23,3,1,6,16,0,6,0,1,0.84,0.7121,0.26,26%,0.2985,0.49844999999999995,196,317,513,1259.5
12829,2012-06-23,3,1,6,17,0,6,0,1,0.82,0.7121,0.26,26%,0.2537,0.49788999999999994,214,316,530,1330.0
12830,2012-06-23,3,1,6,18,0,6,0,1,0.82,0.7121,0.26,26%,0.2985,0.48444999999999994,194,287,481,1206.5
12831,2012-06-23,3,1,6,19,0,6,0,1,,0.697,0.27,27%,0.194,,185,240,425,1100.0
12832,2012-06-23,3,1,6,20,0,6,0,1,0.78,0.6818,0.31,31%,0.194,0.4877999999999999,158,228,386,974.0
12833,2012-06-23,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,33%,0.1343,0.4917099999999999,99,223,322,730.5
12834,2012-06-23,3,1,6,22,0,6,0,1,0.74,0.6515,0.37,37%,0.1045,0.48665,101,178,279,671.0
12835,2012-06-23,3,1,6,23,0,6,0,1,0.72,0.6515,0.44,44%,0.0,0.504,69,156,225,510.0
12836,2012-06-24,3,1,6,0,0,0,0,1,0.7,0.6515,0.51,51%,0.0,0.48999999999999994,31,132,163,322.0
12837,2012-06-24,3,1,6,1,0,0,0,2,0.68,0.6364,0.54,54%,0.0896,0.44911999999999996,39,88,127,288.0
12838,2012-06-24,3,1,6,2,0,0,0,2,0.68,0.6364,0.51,51%,0.0,0.476,34,80,114,256.0
12839,2012-06-24,3,1,6,3,0,0,0,2,0.66,0.6212,0.65,65%,0.0896,0.43511999999999995,19,41,60,137.5
12840,2012-06-24,3,1,6,4,0,0,0,2,0.66,0.6212,0.65,65%,0.0,0.46199999999999997,4,9,13,29.5
12841,2012-06-24,3,1,6,5,0,0,0,1,0.62,0.6061,0.69,69%,0.1343,0.39371,1,7,8,14.5
12842,2012-06-24,3,1,6,6,0,0,0,1,0.64,0.6061,0.65,65%,0.1642,0.39873999999999993,6,19,25,52.5
12843,2012-06-24,3,1,6,7,0,0,0,1,0.64,0.6061,0.69,69%,0.1045,0.41664999999999996,23,48,71,164.0
12844,2012-06-24,3,1,6,8,0,0,0,1,0.7,0.6515,0.58,57%,0.0,0.48999999999999994,38,103,141,306.5
12845,2012-06-24,3,1,6,9,0,0,0,1,0.72,0.6667,0.51,51%,0.0,0.504,63,169,232,505.5
12846,2012-06-24,3,1,6,10,0,0,0,1,0.76,0.6818,0.4,40%,0.0,0.5319999999999999,161,291,452,1080.5
12847,2012-06-24,3,1,6,11,0,0,0,1,0.76,0.6818,0.4,40%,0.1343,0.4917099999999999,215,291,506,1296.5
12848,2012-06-24,3,1,6,12,0,0,0,1,0.8,0.697,0.33,33%,0.2239,0.49282999999999993,227,329,556,1401.5
12849,2012-06-24,3,1,6,13,0,0,0,1,0.8,0.697,0.33,33%,0.2836,0.47491999999999995,237,348,585,1470.0
12850,2012-06-24,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,30%,0.2985,0.49844999999999995,253,298,551,1459.0
12851,2012-06-24,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,28%,0.2239,0.53483,197,290,487,1223.0
12852,2012-06-24,3,1,6,16,0,0,0,1,0.84,0.7273,0.3,30%,0.2537,0.51189,181,280,461,1144.0
12853,2012-06-24,3,1,6,17,0,0,0,1,0.84,0.7273,0.32,32%,0.2537,0.51189,203,329,532,1305.5
12854,2012-06-24,3,1,6,18,0,0,0,1,0.82,0.7273,0.34,34%,0.2537,0.49788999999999994,186,348,534,1266.0
12855,2012-06-24,3,1,6,19,0,0,0,1,0.8,0.7121,0.38,38%,0.2985,0.4704499999999999,176,247,423,1074.5
12856,2012-06-24,3,1,6,20,0,0,0,1,0.78,0.697,0.46,46%,0.2537,0.4698899999999999,108,224,332,768.0
12857,2012-06-24,3,1,6,21,0,0,0,1,0.76,0.697,0.55,55%,0.2239,0.4648299999999999,76,177,253,569.5
12858,2012-06-24,3,1,6,22,0,0,0,1,0.74,0.6818,0.55,55%,0.1045,0.48665,53,125,178,399.5
12859,2012-06-24,3,1,6,23,0,0,0,1,0.74,0.6818,0.58,57%,0.1045,0.48665,20,67,87,180.5
12860,2012-06-25,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,62%,0.2537,0.42789,31,37,68,179.5
12861,2012-06-25,3,1,6,1,0,1,1,1,0.7,0.6515,0.65,65%,0.2239,0.42282999999999993,11,20,31,74.0
12862,2012-06-25,3,1,6,2,0,1,1,1,0.7,0.6515,0.7,70%,0.2239,0.42282999999999993,4,10,14,31.0
12863,2012-06-25,3,1,6,3,0,1,1,1,0.68,0.6364,0.69,69%,0.2537,0.39988999999999997,1,4,5,10.0
12864,2012-06-25,3,1,6,4,0,1,1,1,0.66,0.6061,0.78,78%,0.2537,0.38588999999999996,0,4,4,6.0
12865,2012-06-25,3,1,6,5,0,1,1,1,0.66,0.6212,0.74,74%,0.1642,0.41273999999999994,1,42,43,67.0
12866,2012-06-25,3,1,6,6,0,1,1,1,0.64,0.5909,0.78,78%,0.1642,0.39873999999999993,11,147,158,264.5
12867,2012-06-25,3,1,6,7,0,1,1,1,0.66,0.6212,0.74,74%,0.2239,0.39482999999999996,30,455,485,802.5
12868,2012-06-25,3,1,6,8,0,1,1,1,0.66,0.6212,0.69,69%,0.194,0.40379999999999994,53,555,608,1044.5
12869,2012-06-25,3,1,6,9,0,1,1,1,0.7,0.6515,0.65,65%,0.194,0.43179999999999996,37,231,268,494.5
12870,2012-06-25,3,1,6,10,0,1,1,1,0.76,0.697,0.55,55%,0.1642,0.4827399999999999,58,126,184,421.0
12871,2012-06-25,3,1,6,11,0,1,1,1,0.8,0.7273,0.43,43%,0.3284,0.46147999999999995,54,127,181,406.5
12872,2012-06-25,3,1,6,12,0,1,1,2,0.76,0.6818,0.45,45%,0.2985,0.4424499999999999,74,196,270,590.0
12873,2012-06-25,3,1,6,13,0,1,1,1,0.72,0.6667,0.51,51%,0.2985,0.41445,79,181,260,587.5
12874,2012-06-25,3,1,6,14,0,1,1,1,0.78,0.697,0.43,43%,0.2537,0.4698899999999999,90,161,251,601.5
12875,2012-06-25,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,38%,0.4627,0.40718999999999994,65,168,233,512.0
12876,2012-06-25,3,1,6,16,0,1,1,1,0.8,0.697,0.31,31%,0.3881,0.44356999999999996,104,310,414,881.0
12877,2012-06-25,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,24%,0.4627,0.42118999999999995,76,757,833,1439.5
12878,2012-06-25,3,1,6,18,0,1,1,1,0.76,0.6667,0.27,27%,0.4478,0.3976599999999999,100,691,791,1436.5
12879,2012-06-25,3,1,6,19,0,1,1,1,0.74,0.6515,0.27,27%,0.4627,0.37919,74,508,582,1058.0
12880,2012-06-25,3,1,6,20,0,1,1,1,0.72,0.6515,0.3,30%,0.4478,0.36966,100,375,475,962.5
12881,2012-06-25,3,1,6,21,0,1,1,1,0.68,0.6212,0.3,30%,0.3284,0.37748,50,281,331,621.5
12882,2012-06-25,3,1,6,22,0,1,1,1,0.66,0.6212,0.29,28%,0.3881,0.34557,21,166,187,333.0
12883,2012-06-25,3,1,6,23,0,1,1,1,0.64,0.6212,0.33,33%,0.3284,0.34947999999999996,15,88,103,192.0
12884,2012-06-26,3,1,6,0,0,2,1,1,0.62,0.6212,0.33,33%,0.3284,0.33548,8,29,37,75.5
12885,2012-06-26,3,1,6,1,0,2,1,1,0.6,0.6212,0.35,35%,0.3881,0.30357,11,19,30,72.5
12886,2012-06-26,3,1,6,2,0,2,1,1,0.56,0.5303,0.43,43%,0.2836,0.30692,2,7,9,18.5
12887,2012-06-26,3,1,6,3,0,2,1,1,0.54,0.5152,0.45,45%,0.2836,0.29292,2,7,9,18.5
12888,2012-06-26,3,1,6,4,0,2,1,1,0.54,0.5152,0.45,45%,0.2985,0.28845,1,9,10,17.5
12889,2012-06-26,3,1,6,5,0,2,1,1,0.52,0.5,0.48,48%,0.3881,0.24757,3,36,39,66.0
12890,2012-06-26,3,1,6,6,0,2,1,1,0.52,0.5,0.52,52%,0.2985,0.27444999999999997,12,176,188,312.0
12891,2012-06-26,3,1,6,7,0,2,1,1,0.52,0.5,0.52,52%,0.3582,0.25654,21,531,552,880.5
12892,2012-06-26,3,1,6,8,0,2,1,1,0.56,0.5303,0.49,49%,0.3284,0.29348,34,622,656,1069.0
12893,2012-06-26,3,1,6,9,0,2,1,1,0.58,0.5455,0.46,46%,0.4179,0.28063,30,298,328,567.0
12894,2012-06-26,3,1,6,10,0,2,1,1,0.62,0.6212,0.41,41%,0.3582,0.32654,37,153,190,377.5
12895,2012-06-26,3,1,6,11,0,2,1,1,0.64,0.6212,0.36,36%,0.4179,0.32263,46,189,235,467.5
12896,2012-06-26,3,1,6,12,0,2,1,1,0.66,0.6212,0.34,34%,0.4478,0.32765999999999995,80,228,308,662.0
12897,2012-06-26,3,1,6,13,0,2,1,1,0.7,0.6364,0.3,30%,0.4627,0.35118999999999995,74,232,306,644.0
12898,2012-06-26,3,1,6,14,0,2,1,1,0.7,0.6364,0.3,30%,0.4627,0.35118999999999995,81,186,267,603.0
12899,2012-06-26,3,1,6,15,0,2,1,1,0.72,0.6515,0.28,28%,0.4627,0.36519,88,229,317,695.5
12900,2012-06-26,3,1,6,16,0,2,1,1,0.72,0.6364,0.26,26%,0.4925,0.35625,67,349,416,791.5
12901,2012-06-26,3,1,6,17,0,2,1,1,0.72,0.6515,0.28,28%,0.4179,0.37863,104,796,900,1610.0
12902,2012-06-26,3,1,6,18,0,2,1,1,0.72,0.6515,0.28,28%,0.3582,0.39654,105,719,824,1498.5
12903,2012-06-26,3,1,6,19,0,2,1,1,0.72,0.6515,0.28,28%,0.2239,0.43683,83,529,612,1125.5
12904,2012-06-26,3,1,6,20,0,2,1,1,0.7,0.6364,0.3,30%,0.2836,0.40491999999999995,88,417,505,977.5
12905,2012-06-26,3,1,6,21,0,2,1,1,0.68,0.6364,0.34,34%,0.194,0.41779999999999995,61,267,328,644.5
12906,2012-06-26,3,1,6,22,0,2,1,1,0.66,0.6212,0.34,34%,0.2537,0.38588999999999996,26,219,245,432.5
12907,2012-06-26,3,1,6,23,0,2,1,1,0.62,0.6212,0.41,41%,0.1343,0.39371,13,118,131,229.0
12908,2012-06-27,3,1,6,0,0,3,1,1,0.62,0.6212,0.41,41%,0.194,0.3758,15,39,54,118.5
12909,2012-06-27,3,1,6,1,0,3,1,1,0.6,0.6212,0.43,43%,0.1642,0.37073999999999996,5,18,23,47.0
12910,2012-06-27,3,1,6,2,0,3,1,1,0.56,0.5303,0.49,49%,0.1343,0.35171,2,12,14,26.0
12911,2012-06-27,3,1,6,3,0,3,1,1,0.58,0.5455,0.46,46%,0.0896,0.37911999999999996,1,7,8,14.5
12912,2012-06-27,3,1,6,4,0,3,1,1,0.6,0.6212,0.4,40%,0.2537,0.34389,0,11,11,16.5
12913,2012-06-27,3,1,6,5,0,3,1,1,0.6,0.6212,0.43,43%,0.2836,0.33492,2,34,36,59.0
12914,2012-06-27,3,1,6,6,0,3,1,1,0.58,0.5455,0.46,46%,0.2836,0.32092,7,193,200,317.5
12915,2012-06-27,3,1,6,7,0,3,1,1,0.6,0.6212,0.43,43%,0.3582,0.31254,29,498,527,863.0
12916,2012-06-27,3,1,6,8,0,3,1,1,0.62,0.6212,0.43,43%,0.3284,0.33548,49,638,687,1153.0
12917,2012-06-27,3,1,6,9,0,3,1,1,0.66,0.6212,0.41,41%,0.3582,0.35453999999999997,29,253,282,495.5
12918,2012-06-27,3,1,6,10,0,3,1,1,0.7,0.6364,0.37,37%,0.2537,0.4138899999999999,34,138,172,343.0
12919,2012-06-27,3,1,6,11,0,3,1,1,0.74,0.6515,0.3,30%,0.3284,0.41948,64,145,209,473.5
12920,2012-06-27,3,1,6,12,0,3,1,1,0.76,0.6667,0.29,28%,0.2985,0.4424499999999999,77,245,322,675.5
12921,2012-06-27,3,1,6,13,0,3,1,1,0.8,0.697,0.27,27%,0.3284,0.46147999999999995,77,244,321,674.0
12922,2012-06-27,3,1,6,14,0,3,1,1,0.8,0.6818,0.24,24%,0.3582,0.45253999999999994,78,192,270,600.0
12923,2012-06-27,3,1,6,15,0,3,1,1,0.8,0.697,0.26,26%,0.4627,0.42118999999999995,61,188,249,526.0
12924,2012-06-27,3,1,6,16,0,3,1,1,0.82,0.697,0.24,24%,0.4478,0.43965999999999994,55,337,392,725.5
12925,2012-06-27,3,1,6,17,0,3,1,1,0.82,0.697,0.24,24%,0.3881,0.45757,113,730,843,1547.0
12926,2012-06-27,3,1,6,18,0,3,1,1,0.8,0.697,0.27,27%,0.3284,0.46147999999999995,85,719,804,1418.5
12927,2012-06-27,3,1,6,19,0,3,1,1,0.78,0.6818,0.29,28%,0.3284,0.44747999999999993,101,542,643,1217.0
12928,2012-06-27,3,1,6,20,0,3,1,1,0.76,0.6667,0.31,31%,0.194,0.4737999999999999,76,369,445,857.5
12929,2012-06-27,3,1,6,21,0,3,1,1,0.74,0.6515,0.35,35%,0.1343,0.47771,54,313,367,685.5
12930,2012-06-27,3,1,6,22,0,3,1,1,0.72,0.6515,0.39,39%,0.0896,0.47712,52,245,297,575.5
12931,2012-06-27,3,1,6,23,0,3,1,1,0.68,0.6364,0.47,47%,0.1343,0.43571,11,148,159,266.0
12932,2012-06-28,3,1,6,0,0,4,1,1,0.66,0.6212,0.5,50%,0.1045,0.43065,2,52,54,86.0
12933,2012-06-28,3,1,6,1,0,4,1,1,0.66,0.6212,0.54,54%,0.0,0.46199999999999997,11,14,25,65.0
12934,2012-06-28,3,1,6,2,0,4,1,1,0.66,0.6212,0.5,50%,0.0896,0.43511999999999995,1,12,13,22.0
12935,2012-06-28,3,1,6,3,0,4,1,1,0.66,0.6212,0.5,50%,0.0896,0.43511999999999995,1,6,7,13.0
12936,2012-06-28,3,1,6,4,0,4,1,1,0.62,0.6061,0.61,61%,0.1045,0.40265,0,11,11,16.5
12937,2012-06-28,3,1,6,5,0,4,1,1,0.62,0.6212,0.57,56%,0.0896,0.40712,8,39,47,90.5
12938,2012-06-28,3,1,6,6,0,4,1,1,0.62,0.6212,0.57,56%,0.0896,0.40712,8,185,193,309.5
12939,2012-06-28,3,1,6,7,0,4,1,1,0.62,0.6061,0.61,61%,0.1045,0.40265,24,484,508,822.0
12940,2012-06-28,3,1,6,8,0,4,1,1,0.66,0.6212,0.5,50%,0.1343,0.42171,40,577,617,1025.5
12941,2012-06-28,3,1,6,9,0,4,1,1,0.7,0.6515,0.54,54%,0.1642,0.4407399999999999,33,318,351,609.0
12942,2012-06-28,3,1,6,10,0,4,1,1,0.74,0.6667,0.48,48%,0.194,0.4598,40,144,184,376.0
12943,2012-06-28,3,1,6,11,0,4,1,1,0.8,0.697,0.31,31%,0.194,0.5017999999999999,41,170,211,419.0
12944,2012-06-28,3,1,6,12,0,4,1,1,0.84,0.7121,0.26,26%,0.2836,0.5029199999999999,49,227,276,536.5
12945,2012-06-28,3,1,6,13,0,4,1,1,0.86,0.7424,0.26,26%,0.2239,0.53483,31,205,236,431.5
12946,2012-06-28,3,1,6,14,0,4,1,1,0.86,0.7273,0.25,25%,0.3284,0.5034799999999999,66,188,254,546.0
12947,2012-06-28,3,1,6,15,0,4,1,1,0.86,0.7273,0.25,25%,0.3284,0.5034799999999999,24,195,219,388.5
12948,2012-06-28,3,1,6,16,0,4,1,1,0.88,0.7424,0.23,23%,0.194,0.5578,56,331,387,720.5
12949,2012-06-28,3,1,6,17,0,4,1,1,0.88,0.7424,0.22,22%,0.194,0.5578,71,634,705,1235.0
12950,2012-06-28,3,1,6,18,0,4,1,1,0.86,0.7273,0.25,25%,0.2239,0.53483,100,597,697,1295.5
12951,2012-06-28,3,1,6,19,0,4,1,1,0.84,0.7273,0.3,30%,0.2985,0.49844999999999995,79,492,571,1054.0
12952,2012-06-28,3,1,6,20,0,4,1,1,0.82,0.7273,0.34,34%,0.194,0.5157999999999999,71,399,470,882.5
12953,2012-06-28,3,1,6,21,0,4,1,1,0.76,0.697,0.55,55%,0.194,0.4737999999999999,89,309,398,819.5
12954,2012-06-28,3,1,6,22,0,4,1,1,0.76,0.697,0.52,52%,0.1642,0.4827399999999999,50,224,274,536.0
12955,2012-06-28,3,1,6,23,0,4,1,1,0.74,0.6667,0.48,48%,0.1343,0.47771,26,145,171,321.5
12956,2012-06-29,3,1,6,0,0,5,1,1,0.74,0.6667,0.48,48%,0.1343,0.47771,24,90,114,231.0
12957,2012-06-29,3,1,6,1,0,5,1,1,0.74,0.6667,0.51,51%,0.1642,0.46874,9,33,42,85.5
12958,2012-06-29,3,1,6,2,0,5,1,1,0.72,0.6667,0.58,57%,0.194,0.4458,3,15,18,34.5
12959,2012-06-29,3,1,6,3,0,5,1,1,0.72,0.6667,0.58,57%,0.194,0.4458,3,5,8,19.5
12960,2012-06-29,3,1,6,4,0,5,1,1,0.7,0.6515,0.65,65%,0.1642,0.4407399999999999,1,9,10,17.5
12961,2012-06-29,3,1,6,5,0,5,1,1,0.7,0.6515,0.61,61%,0.1045,0.45864999999999995,6,39,45,82.5
12962,2012-06-29,3,1,6,6,0,5,1,2,0.7,0.6515,0.61,61%,0.1642,0.4407399999999999,15,148,163,282.0
12963,2012-06-29,3,1,6,7,0,5,1,1,0.7,0.6515,0.61,61%,0.1045,0.45864999999999995,19,361,380,617.5
12964,2012-06-29,3,1,6,8,0,5,1,2,0.74,0.6818,0.55,55%,0.1045,0.48665,48,576,624,1056.0
12965,2012-06-29,3,1,6,9,0,5,1,1,0.76,0.697,0.55,55%,0.1642,0.4827399999999999,39,261,300,547.5
12966,2012-06-29,3,1,6,10,0,5,1,1,0.9,0.8333,0.39,39%,0.2985,0.54045,32,139,171,336.5
12967,2012-06-29,3,1,6,11,0,5,1,2,0.9,0.8485,0.42,42%,0.2836,0.54492,51,137,188,409.5
12968,2012-06-29,3,1,6,12,0,5,1,2,0.92,0.8788,0.4,40%,0.2537,0.56789,53,173,226,471.5
12969,2012-06-29,3,1,6,13,0,5,1,1,0.94,0.8788,0.38,38%,0.194,0.5997999999999999,45,194,239,471.0
12970,2012-06-29,3,1,6,14,0,5,1,1,0.96,0.9091,0.36,36%,0.2239,0.60483,49,184,233,472.0
12971,2012-06-29,3,1,6,15,0,5,1,1,0.96,0.9091,0.36,36%,0.0,0.6719999999999999,47,183,230,462.5
12972,2012-06-29,3,1,6,16,0,5,1,1,0.96,0.9091,0.36,36%,0.0,0.6719999999999999,59,292,351,674.0
12973,2012-06-29,3,1,6,17,0,5,1,1,0.98,0.9242,0.34,34%,0.194,0.6277999999999999,82,457,539,1013.5
12974,2012-06-29,3,1,6,18,0,5,1,1,0.96,0.8636,0.31,31%,0.0,0.6719999999999999,50,414,464,821.0
12975,2012-06-29,3,1,6,19,0,5,1,1,0.9,0.8788,0.47,47%,0.194,0.5718,60,303,363,694.5
12976,2012-06-29,3,1,6,20,0,5,1,1,0.92,0.8939,0.42,42%,0.2537,0.56789,53,255,308,594.5
12977,2012-06-29,3,1,6,21,0,5,1,2,0.86,0.8333,0.53,53%,0.194,0.5438,41,195,236,456.5
12978,2012-06-29,3,1,6,22,0,5,1,3,0.82,0.8333,0.63,63%,0.194,0.5157999999999999,34,129,163,329.5
12979,2012-06-29,3,1,6,23,0,5,1,3,0.82,0.8333,0.63,63%,0.194,0.5157999999999999,6,42,48,87.0
12980,2012-06-30,3,1,6,0,0,6,0,3,0.64,0.5758,0.89,89%,0.1642,0.39873999999999993,4,65,69,113.5
12981,2012-06-30,3,1,6,1,0,6,0,3,0.64,0.5758,0.89,89%,0.2239,0.38082999999999995,3,55,58,94.5
12982,2012-06-30,3,1,6,2,0,6,0,2,0.64,0.5758,0.89,89%,0.0,0.44799999999999995,7,54,61,109.0
12983,2012-06-30,3,1,6,3,0,6,0,2,0.64,0.5758,0.89,89%,0.0,0.44799999999999995,3,20,23,42.0
12984,2012-06-30,3,1,6,4,0,6,0,2,0.62,0.5455,0.94,94%,0.0,0.434,3,15,18,34.5
12985,2012-06-30,3,1,6,5,0,6,0,1,0.64,0.5758,0.89,89%,0.1642,0.39873999999999993,3,7,10,22.5
12986,2012-06-30,3,1,6,6,0,6,0,1,0.64,0.5758,0.89,89%,0.1642,0.39873999999999993,6,36,42,78.0
12987,2012-06-30,3,1,6,7,0,6,0,1,0.64,0.5758,0.89,89%,0.1642,0.39873999999999993,10,82,92,163.0
12988,2012-06-30,3,1,6,8,0,6,0,1,0.64,0.5758,0.89,89%,0.1642,0.39873999999999993,26,168,194,356.0
12989,2012-06-30,3,1,6,9,0,6,0,1,0.64,0.5758,0.89,89%,0.1642,0.39873999999999993,41,234,275,515.0
12990,2012-06-30,3,1,6,10,0,6,0,1,0.88,0.7727,0.3,30%,0.2537,0.53989,96,308,404,846.0
12991,2012-06-30,3,1,6,11,0,6,0,1,0.88,0.7727,0.3,30%,0.2537,0.53989,102,350,452,933.0
12992,2012-06-30,3,1,6,12,0,6,0,1,0.88,0.7727,0.3,30%,0.2537,0.53989,143,328,471,1064.0
12993,2012-06-30,3,1,6,13,0,6,0,1,0.88,0.7727,0.3,30%,0.2537,0.53989,105,323,428,904.5
12994,2012-06-30,3,1,6,14,0,6,0,1,0.88,0.7727,0.3,30%,0.2537,0.53989,114,295,409,898.5
12995,2012-06-30,3,1,6,15,0,6,0,1,0.88,0.7727,0.3,30%,0.2537,0.53989,117,287,404,898.5
12996,2012-06-30,3,1,6,16,0,6,0,1,0.9,0.7879,0.29,28%,0.1642,0.58074,109,264,373,832.0
12997,2012-06-30,3,1,6,17,0,6,0,1,0.88,0.7727,0.32,32%,0.1343,0.5757099999999999,131,231,362,870.5
12998,2012-06-30,3,1,6,18,0,6,0,1,0.88,0.7879,0.35,35%,0.0,0.616,91,248,339,736.0
12999,2012-06-30,3,1,6,19,0,6,0,1,0.84,0.7576,0.44,44%,0.2537,0.51189,134,240,374,896.0
13000,2012-06-30,3,1,6,20,0,6,0,1,0.82,0.7727,0.52,52%,0.1642,0.52474,88,204,292,658.0
13001,2012-06-30,3,1,6,21,0,6,0,1,0.82,0.7727,0.52,52%,0.1642,0.52474,48,165,213,439.5
13002,2012-06-30,3,1,6,22,0,6,0,1,0.78,0.7424,0.62,62%,0.1642,0.4967399999999999,38,134,172,353.0
13003,2012-06-30,3,1,6,23,0,6,0,1,0.78,0.7424,0.62,62%,0.0896,0.5191199999999999,33,119,152,310.5
13004,2012-07-01,3,1,7,0,0,0,0,1,0.76,0.7273,0.66,66%,0.0,0.5319999999999999,27,122,149,291.0
13005,2012-07-01,3,1,7,1,0,0,0,1,0.74,0.697,0.7,70%,0.1343,0.47771,12,81,93,169.5
13006,2012-07-01,3,1,7,2,0,0,0,1,0.72,0.697,0.74,74%,0.0896,0.47712,21,69,90,187.5
13007,2012-07-01,3,1,7,3,0,0,0,1,0.72,0.7121,0.84,84%,0.1343,0.46371,6,27,33,64.5
13008,2012-07-01,3,1,7,4,0,0,0,1,0.7,0.6667,0.79,79%,0.194,0.43179999999999996,0,4,4,6.0
13009,2012-07-01,3,1,7,5,0,0,0,1,0.68,0.6364,0.79,79%,0.1045,0.44465,3,7,10,22.5
13010,2012-07-01,3,1,7,6,0,0,0,1,0.7,0.6667,0.79,79%,-0.0896,0.4631199999999999,8,19,27,60.5
13011,2012-07-01,3,1,7,7,0,0,0,1,0.74,0.697,0.7,70%,0.0,0.518,13,37,50,107.5
13012,2012-07-01,3,1,7,8,0,0,0,1,0.78,0.7424,0.62,62%,0.1045,0.5146499999999999,36,106,142,303.0
13013,2012-07-01,3,1,7,9,0,0,0,1,0.82,0.7879,0.56,56%,0.0,0.574,51,168,219,456.0
13014,2012-07-01,3,1,7,10,0,0,0,1,0.86,0.7879,0.44,44%,0.2985,0.51245,98,268,366,794.0
13015,2012-07-01,3,1,7,11,0,0,0,1,0.88,0.803,0.39,39%,0.2239,0.54883,121,256,377,868.0
13016,2012-07-01,3,1,7,12,0,0,0,1,0.9,0.8182,0.37,37%,0.2239,0.56283,114,319,433,934.5
13017,2012-07-01,3,1,7,13,0,0,0,1,0.92,0.8333,0.33,33%,0.2537,0.56789,111,309,420,907.5
13018,2012-07-01,3,1,7,14,0,0,0,1,0.92,0.8333,0.33,33%,0.2537,0.56789,98,346,444,911.0
13019,2012-07-01,3,1,7,15,0,0,0,1,0.9,0.8182,0.37,37%,0.2836,0.54492,101,244,345,770.0
13020,2012-07-01,3,1,7,16,0,0,0,1,0.92,0.8333,0.33,33%,0.2985,0.55445,85,228,313,682.0
13021,2012-07-01,3,1,7,17,0,0,0,1,0.92,0.803,0.26,26%,0.2985,0.55445,90,323,413,844.5
13022,2012-07-01,3,1,7,18,0,0,0,1,0.88,0.7727,0.32,32%,0.3582,0.50854,95,275,370,792.5
13023,2012-07-01,3,1,7,19,0,0,0,1,0.84,0.7424,0.39,39%,0.1343,0.5477099999999999,103,279,382,830.5
13024,2012-07-01,3,1,7,20,0,0,0,1,0.84,0.7424,0.39,39%,0.1343,0.5477099999999999,88,244,332,718.0
